State,Year,Month,Day,Rainfall (mm)
Pahang,2018,2,16,0.90
Pahang,2018,2,17,1.63
Pahang,2018,2,18,3.09
Pahang,2018,2,19,6.30
Pahang,2018,2,20,3.04
Pahang,2018,2,21,11.76
Pahang,2018,2,22,8.67
Pahang,2018,2,23,5.59
Pahang,2018,2,24,1.13
Pahang,2018,2,25,4.76
Pahang,2018,2,26,3.68
Pahang,2018,2,27,3.33
Pahang,2018,2,28,6.74
Pahang,2018,3,1,11.86
Pahang,2018,3,2,3.14
Pahang,2018,3,3,9.02
Pahang,2018,3,4,4.30
Pahang,2018,3,5,0.56
Pahang,2018,3,6,0.24
Pahang,2018,3,7,0.25
Pahang,2018,3,8,0.42
Pahang,2018,3,9,1.14
Pahang,2018,3,10,0.77
Pahang,2018,3,11,0.39
Pahang,2018,3,12,0.78
Pahang,2018,3,13,1.05
Pahang,2018,3,14,0.87
Pahang,2018,3,15,0.98
Pahang,2018,3,16,1.43
Pahang,2018,3,17,4.85
Pahang,2018,3,18,3.96
Pahang,2018,3,19,1.44
Pahang,2018,3,20,2.21
Pahang,2018,3,21,1.85
Pahang,2018,3,22,0.13
Pahang,2018,3,23,0.32
Pahang,2018,3,24,0.03
Pahang,2018,3,25,2.57
Pahang,2018,3,26,21.70
Pahang,2018,3,27,6.80
Pahang,2018,3,28,20.32
Pahang,2018,3,29,1.08
Pahang,2018,3,30,18.17
Pahang,2018,3,31,2.59
Pahang,2018,4,1,8.27
Pahang,2018,4,2,7.37
Pahang,2018,4,3,6.62
Pahang,2018,4,4,8.14
Pahang,2018,4,5,7.11
Pahang,2018,4,6,3.49
Pahang,2018,4,7,3.66
Pahang,2018,4,8,3.15
Pahang,2018,4,9,1.87
Pahang,2018,4,10,0.64
Pahang,2018,4,11,4.53
Pahang,2018,4,12,9.03
Pahang,2018,4,13,37.59
Pahang,2018,4,14,16.38
Pahang,2018,4,15,15.13
Pahang,2018,4,16,3.26
Pahang,2018,4,17,39.90
Pahang,2018,4,18,15.55
Pahang,2018,4,19,14.55
Pahang,2018,4,20,10.58
Pahang,2018,4,21,9.78
Pahang,2018,4,22,11.69
Pahang,2018,4,23,19.54
Pahang,2018,4,24,12.07
Pahang,2018,4,25,9.59
Pahang,2018,4,26,8.22
Pahang,2018,4,27,3.69
Pahang,2018,4,28,0.14
Pahang,2018,4,29,0.48
Pahang,2018,4,30,1.66
Pahang,2018,5,1,11.65
Pahang,2018,5,2,16.42
Pahang,2018,5,3,3.97
Pahang,2018,5,4,1.90
Pahang,2018,5,5,1.74
Pahang,2018,5,6,1.28
Pahang,2018,5,7,3.02
Pahang,2018,5,8,6.31
Pahang,2018,5,9,16.05
Pahang,2018,5,10,4.49
Pahang,2018,5,11,2.45
Pahang,2018,5,12,0.14
Pahang,2018,5,13,2.60
Pahang,2018,5,14,0.63
Pahang,2018,5,15,0.96
Pahang,2018,5,16,1.55
Pahang,2018,5,17,2.97
Pahang,2018,5,18,3.77
Pahang,2018,5,19,14.57
Pahang,2018,5,20,6.22
Pahang,2018,5,21,4.10
Pahang,2018,5,22,0.95
Pahang,2018,5,23,0.05
Pahang,2018,5,24,0.06
Pahang,2018,5,25,1.32
Pahang,2018,5,26,11.07
Pahang,2018,5,27,9.63
Pahang,2018,5,28,5.83
Pahang,2018,5,29,1.63
Pahang,2018,5,30,8.19
Pahang,2018,5,31,5.74
Pahang,2018,6,1,1.91
Pahang,2018,6,2,6.32
Pahang,2018,6,3,4.30
Pahang,2018,6,4,2.68
Pahang,2018,6,5,0.76
Pahang,2018,6,6,0.39
Pahang,2018,6,7,0.34
Pahang,2018,6,8,0.15
Pahang,2018,6,9,0.04
Pahang,2018,6,10,0.69
Pahang,2018,6,11,0.59
Pahang,2018,6,12,3.28
Pahang,2018,6,13,10.08
Pahang,2018,6,14,9.11
Pahang,2018,6,15,17.07
Pahang,2018,6,16,2.66
Pahang,2018,6,17,4.85
Pahang,2018,6,18,3.20
Pahang,2018,6,19,8.28
Pahang,2018,6,20,6.19
Pahang,2018,6,21,4.59
Pahang,2018,6,22,0.75
Pahang,2018,6,23,1.04
Pahang,2018,6,24,1.15
Pahang,2018,6,25,4.86
Pahang,2018,6,26,7.00
Pahang,2018,6,27,2.22
Pahang,2018,6,28,3.22
Pahang,2018,6,29,5.16
Pahang,2018,6,30,10.49
Pahang,2018,7,1,7.54
Pahang,2018,7,2,11.71
Pahang,2018,7,3,4.14
Pahang,2018,7,4,16.72
Pahang,2018,7,5,6.10
Pahang,2018,7,6,0.61
Pahang,2018,7,7,0.80
Pahang,2018,7,8,2.29
Pahang,2018,7,9,0.25
Pahang,2018,7,10,1.33
Pahang,2018,7,11,0.06
Pahang,2018,7,12,0.06
Pahang,2018,7,13,0.06
Pahang,2018,7,14,0.06
Pahang,2018,7,15,0.02
Pahang,2018,7,16,0.52
Pahang,2018,7,17,0.71
Pahang,2018,7,18,3.35
Pahang,2018,7,19,4.82
Pahang,2018,7,20,13.55
Pahang,2018,7,21,15.29
Pahang,2018,7,22,1.21
Pahang,2018,7,23,3.10
Pahang,2018,7,24,1.26
Pahang,2018,7,25,4.16
Pahang,2018,7,26,5.05
Pahang,2018,7,27,5.79
Pahang,2018,7,28,16.77
Pahang,2018,7,29,10.64
Pahang,2018,7,30,3.52
Pahang,2018,7,31,1.33
Pahang,2018,8,1,0.23
Pahang,2018,8,2,0.46
Pahang,2018,8,3,0.61
Pahang,2018,8,4,0.47
Pahang,2018,8,5,0.09
Pahang,2018,8,6,0.08
Pahang,2018,8,7,0.51
Pahang,2018,8,8,3.15
Pahang,2018,8,9,1.70
Pahang,2018,8,10,3.29
Pahang,2018,8,11,5.21
Pahang,2018,8,12,0.96
Pahang,2018,8,13,0.46
Pahang,2018,8,14,1.88
Pahang,2018,8,15,1.72
Pahang,2018,8,16,2.70
Pahang,2018,8,17,11.80
Pahang,2018,8,18,9.63
Pahang,2018,8,19,17.02
Pahang,2018,8,20,10.52
Pahang,2018,8,21,0.95
Pahang,2018,8,22,0.20
Pahang,2018,8,23,1.06
Pahang,2018,8,24,5.12
Pahang,2018,8,25,7.42
Pahang,2018,8,26,15.84
Pahang,2018,8,27,17.78
Pahang,2018,8,28,7.50
Pahang,2018,8,29,6.64
Pahang,2018,8,30,5.22
Pahang,2018,8,31,14.52
Pahang,2018,9,1,5.85
Pahang,2018,9,2,4.23
Pahang,2018,9,3,4.61
Pahang,2018,9,4,8.80
Pahang,2018,9,5,4.44
Pahang,2018,9,6,2.60
Pahang,2018,9,7,1.84
Pahang,2018,9,8,2.65
Pahang,2018,9,9,3.12
Pahang,2018,9,10,0.94
Pahang,2018,9,11,5.18
Pahang,2018,9,12,15.63
Pahang,2018,9,13,5.43
Pahang,2018,9,14,2.11
Pahang,2018,9,15,1.88
Pahang,2018,9,16,6.01
Pahang,2018,9,17,4.17
Pahang,2018,9,18,4.63
Pahang,2018,9,19,4.69
Pahang,2018,9,20,12.97
Pahang,2018,9,21,10.86
Pahang,2018,9,22,8.74
Pahang,2018,9,23,1.00
Pahang,2018,9,24,5.09
Pahang,2018,9,25,7.79
Pahang,2018,9,26,6.26
Pahang,2018,9,27,18.37
Pahang,2018,9,28,6.77
Pahang,2018,9,29,8.91
Pahang,2018,9,30,3.47
Pahang,2018,10,1,1.83
Pahang,2018,10,2,7.53
Pahang,2018,10,3,7.04
Pahang,2018,10,4,12.03
Pahang,2018,10,5,35.14
Pahang,2018,10,6,4.40
Pahang,2018,10,7,5.39
Pahang,2018,10,8,1.17
Pahang,2018,10,9,2.77
Pahang,2018,10,10,0.46
Pahang,2018,10,11,6.31
Pahang,2018,10,12,10.13
Pahang,2018,10,13,2.73
Pahang,2018,10,14,4.62
Pahang,2018,10,15,15.80
Pahang,2018,10,16,14.41
Pahang,2018,10,17,4.38
Pahang,2018,10,18,4.38
Pahang,2018,10,19,1.12
Pahang,2018,10,20,1.23
Pahang,2018,10,21,15.01
Pahang,2018,10,22,16.64
Pahang,2018,10,23,21.36
Pahang,2018,10,24,16.13
Pahang,2018,10,25,25.55
Pahang,2018,10,26,10.72
Pahang,2018,10,27,11.09
Pahang,2018,10,28,9.36
Pahang,2018,10,29,12.37
Pahang,2018,10,30,4.88
Pahang,2018,10,31,0.91
Pahang,2018,11,1,0.39
Pahang,2018,11,2,3.49
Pahang,2018,11,3,26.27
Pahang,2018,11,4,4.03
Pahang,2018,11,5,7.25
Pahang,2018,11,6,6.71
Pahang,2018,11,7,3.75
Pahang,2018,11,8,4.29
Pahang,2018,11,9,12.18
Pahang,2018,11,10,8.42
Pahang,2018,11,11,11.06
Pahang,2018,11,12,12.98
Pahang,2018,11,13,3.24
Pahang,2018,11,14,1.03
Pahang,2018,11,15,6.06
Pahang,2018,11,16,10.15
Pahang,2018,11,17,5.12
Pahang,2018,11,18,2.95
Pahang,2018,11,19,3.90
Pahang,2018,11,20,6.75
Pahang,2018,11,21,7.65
Pahang,2018,11,22,1.78
Pahang,2018,11,23,2.70
Pahang,2018,11,24,16.97
Pahang,2018,11,25,18.36
Pahang,2018,11,26,13.77
Pahang,2018,11,27,8.65
Pahang,2018,11,28,14.35
Pahang,2018,11,29,14.43
Pahang,2018,11,30,12.94
Pahang,2018,12,1,8.01
Pahang,2018,12,2,5.06
Pahang,2018,12,3,5.94
Pahang,2018,12,4,17.15
Pahang,2018,12,5,13.64
Pahang,2018,12,6,23.13
Pahang,2018,12,7,22.87
Pahang,2018,12,8,6.39
Pahang,2018,12,9,0.84
Pahang,2018,12,10,2.33
Pahang,2018,12,11,1.32
Pahang,2018,12,12,1.94
Pahang,2018,12,13,19.03
Pahang,2018,12,14,5.33
Pahang,2018,12,15,12.44
Pahang,2018,12,16,40.48
Pahang,2018,12,17,28.79
Pahang,2018,12,18,7.53
Pahang,2018,12,19,3.70
Pahang,2018,12,20,2.43
Pahang,2018,12,21,6.75
Pahang,2018,12,22,6.43
Pahang,2018,12,23,0.75
Pahang,2018,12,24,2.33
Pahang,2018,12,25,2.01
Pahang,2018,12,26,9.06
Pahang,2018,12,27,6.97
Pahang,2018,12,28,7.49
Pahang,2018,12,29,16.22
Pahang,2018,12,30,10.27
Pahang,2018,12,31,15.41
Pahang,2019,1,1,5.57
Pahang,2019,1,2,4.24
Pahang,2019,1,3,1.99
Pahang,2019,1,4,2.15
Pahang,2019,1,5,1.38
Pahang,2019,1,6,1.21
Pahang,2019,1,7,2.13
Pahang,2019,1,8,1.78
Pahang,2019,1,9,1.33
Pahang,2019,1,10,0.41
Pahang,2019,1,11,0.10
Pahang,2019,1,12,0.18
Pahang,2019,1,13,1.28
Pahang,2019,1,14,0.89
Pahang,2019,1,15,2.10
Pahang,2019,1,16,4.29
Pahang,2019,1,17,1.81
Pahang,2019,1,18,1.05
Pahang,2019,1,19,0.40
Pahang,2019,1,20,0.09
Pahang,2019,1,21,0.12
Pahang,2019,1,22,0.18
Pahang,2019,1,23,2.91
Pahang,2019,1,24,4.05
Pahang,2019,1,25,0.25
Pahang,2019,1,26,0.14
Pahang,2019,1,27,0.02
Pahang,2019,1,28,0.08
Pahang,2019,1,29,0.20
Pahang,2019,1,30,0.16
Pahang,2019,1,31,0.12
Pahang,2019,2,1,0.07
Pahang,2019,2,2,0.07
Pahang,2019,2,3,0.04
Pahang,2019,2,4,0.03
Pahang,2019,2,5,0.04
Pahang,2019,2,6,0.20
Pahang,2019,2,7,0.16
Pahang,2019,2,8,0.25
Pahang,2019,2,9,3.24
Pahang,2019,2,10,4.86
Pahang,2019,2,11,8.16
Pahang,2019,2,12,5.92
Pahang,2019,2,13,5.21
Pahang,2019,2,14,2.33
Pahang,2019,2,15,3.28
Pahang,2019,2,16,0.78
Pahang,2019,2,17,1.02
Pahang,2019,2,18,0.33
Pahang,2019,2,19,2.79
Pahang,2019,2,20,3.51
Pahang,2019,2,21,3.14
Pahang,2019,2,22,2.33
Pahang,2019,2,23,0.84
Pahang,2019,2,24,0.16
Pahang,2019,2,25,7.05
Pahang,2019,2,26,4.74
Pahang,2019,2,27,3.55
Pahang,2019,2,28,15.49
Pahang,2019,3,1,0.42
Pahang,2019,3,2,0.22
Pahang,2019,3,3,0.13
Pahang,2019,3,4,4.18
Pahang,2019,3,5,2.60
Pahang,2019,3,6,0.53
Pahang,2019,3,7,0.46
Pahang,2019,3,8,0.27
Pahang,2019,3,9,0.27
Pahang,2019,3,10,0.54
Pahang,2019,3,11,3.30
Pahang,2019,3,12,10.56
Pahang,2019,3,13,10.06
Pahang,2019,3,14,11.83
Pahang,2019,3,15,26.44
Pahang,2019,3,16,33.57
Pahang,2019,3,17,0.53
Pahang,2019,3,18,0.44
Pahang,2019,3,19,0.21
Pahang,2019,3,20,0.11
Pahang,2019,3,21,0.16
Pahang,2019,3,22,1.22
Pahang,2019,3,23,3.03
Pahang,2019,3,24,11.87
Pahang,2019,3,25,9.08
Pahang,2019,3,26,9.69
Pahang,2019,3,27,1.06
Pahang,2019,3,28,0.16
Pahang,2019,3,29,0.16
Pahang,2019,3,30,0.44
Pahang,2019,3,31,5.98
Pahang,2019,4,1,9.62
Pahang,2019,4,2,9.20
Pahang,2019,4,3,11.99
Pahang,2019,4,4,18.28
Pahang,2019,4,5,8.49
Pahang,2019,4,6,1.30
Pahang,2019,4,7,0.33
Pahang,2019,4,8,5.39
Pahang,2019,4,9,14.75
Pahang,2019,4,10,8.66
Pahang,2019,4,11,2.27
Pahang,2019,4,12,3.23
Pahang,2019,4,13,3.72
Pahang,2019,4,14,7.13
Pahang,2019,4,15,17.83
Pahang,2019,4,16,21.88
Pahang,2019,4,17,5.16
Pahang,2019,4,18,5.21
Pahang,2019,4,19,1.33
Pahang,2019,4,20,1.86
Pahang,2019,4,21,6.07
Pahang,2019,4,22,4.07
Pahang,2019,4,23,0.42
Pahang,2019,4,24,0.10
Pahang,2019,4,25,0.08
Pahang,2019,4,26,0.06
Pahang,2019,4,27,0.27
Pahang,2019,4,28,0.57
Pahang,2019,4,29,0.42
Pahang,2019,4,30,0.59
Pahang,2019,5,1,2.41
Pahang,2019,5,2,0.60
Pahang,2019,5,3,0.07
Pahang,2019,5,4,0.02
Pahang,2019,5,5,0.50
Pahang,2019,5,6,4.56
Pahang,2019,5,7,2.74
Pahang,2019,5,8,4.62
Pahang,2019,5,9,5.79
Pahang,2019,5,10,7.70
Pahang,2019,5,11,5.24
Pahang,2019,5,12,5.33
Pahang,2019,5,13,3.72
Pahang,2019,5,14,13.13
Pahang,2019,5,15,17.44
Pahang,2019,5,16,18.74
Pahang,2019,5,17,8.78
Pahang,2019,5,18,11.61
Pahang,2019,5,19,17.36
Pahang,2019,5,20,10.57
Pahang,2019,5,21,4.21
Pahang,2019,5,22,0.22
Pahang,2019,5,23,0.03
Pahang,2019,5,24,0.02
Pahang,2019,5,25,0.01
Pahang,2019,5,26,0.00
Pahang,2019,5,27,0.00
Pahang,2019,5,28,0.02
Pahang,2019,5,29,0.06
Pahang,2019,5,30,0.25
Pahang,2019,5,31,0.30
Pahang,2019,6,1,0.43
Pahang,2019,6,2,7.05
Pahang,2019,6,3,10.10
Pahang,2019,6,4,22.47
Pahang,2019,6,5,12.87
Pahang,2019,6,6,6.92
Pahang,2019,6,7,1.28
Pahang,2019,6,8,3.51
Pahang,2019,6,9,0.16
Pahang,2019,6,10,4.47
Pahang,2019,6,11,4.81
Pahang,2019,6,12,8.60
Pahang,2019,6,13,6.34
Pahang,2019,6,14,8.77
Pahang,2019,6,15,25.22
Pahang,2019,6,16,4.99
Pahang,2019,6,17,2.01
Pahang,2019,6,18,0.36
Pahang,2019,6,19,1.47
Pahang,2019,6,20,0.65
Pahang,2019,6,21,3.45
Pahang,2019,6,22,1.51
Pahang,2019,6,23,0.88
Pahang,2019,6,24,1.51
Pahang,2019,6,25,2.77
Pahang,2019,6,26,1.23
Pahang,2019,6,27,0.92
Pahang,2019,6,28,4.10
Pahang,2019,6,29,2.21
Pahang,2019,6,30,3.28
Pahang,2019,7,1,2.06
Pahang,2019,7,2,3.80
Pahang,2019,7,3,3.46
Pahang,2019,7,4,1.05
Pahang,2019,7,5,7.58
Pahang,2019,7,6,4.37
Pahang,2019,7,7,4.42
Pahang,2019,7,8,5.10
Pahang,2019,7,9,0.77
Pahang,2019,7,10,0.57
Pahang,2019,7,11,1.39
Pahang,2019,7,12,1.88
Pahang,2019,7,13,5.09
Pahang,2019,7,14,4.12
Pahang,2019,7,15,1.49
Pahang,2019,7,16,1.21
Pahang,2019,7,17,0.64
Pahang,2019,7,18,3.47
Pahang,2019,7,19,3.83
Pahang,2019,7,20,6.48
Pahang,2019,7,21,4.12
Pahang,2019,7,22,7.79
Pahang,2019,7,23,10.51
Pahang,2019,7,24,5.08
Pahang,2019,7,25,1.64
Pahang,2019,7,26,1.75
Pahang,2019,7,27,2.36
Pahang,2019,7,28,1.88
Pahang,2019,7,29,2.77
Pahang,2019,7,30,3.87
Pahang,2019,7,31,16.67
Pahang,2019,8,1,13.31
Pahang,2019,8,2,3.05
Pahang,2019,8,3,0.83
Pahang,2019,8,4,0.09
Pahang,2019,8,5,0.12
Pahang,2019,8,6,0.25
Pahang,2019,8,7,1.32
Pahang,2019,8,8,5.27
Pahang,2019,8,9,7.78
Pahang,2019,8,10,0.27
Pahang,2019,8,11,0.06
Pahang,2019,8,12,1.28
Pahang,2019,8,13,2.62
Pahang,2019,8,14,3.92
Pahang,2019,8,15,9.04
Pahang,2019,8,16,12.71
Pahang,2019,8,17,6.02
Pahang,2019,8,18,7.62
Pahang,2019,8,19,3.01
Pahang,2019,8,20,5.67
Pahang,2019,8,21,3.44
Pahang,2019,8,22,2.12
Pahang,2019,8,23,19.71
Pahang,2019,8,24,11.92
Pahang,2019,8,25,20.43
Pahang,2019,8,26,12.51
Pahang,2019,8,27,5.25
Pahang,2019,8,28,11.88
Pahang,2019,8,29,11.63
Pahang,2019,8,30,10.75
Pahang,2019,8,31,10.66
Pahang,2019,9,1,7.68
Pahang,2019,9,2,6.98
Pahang,2019,9,3,7.51
Pahang,2019,9,4,3.98
Pahang,2019,9,5,7.82
Pahang,2019,9,6,6.56
Pahang,2019,9,7,7.54
Pahang,2019,9,8,2.01
Pahang,2019,9,9,8.01
Pahang,2019,9,10,7.75
Pahang,2019,9,11,1.31
Pahang,2019,9,12,0.33
Pahang,2019,9,13,2.34
Pahang,2019,9,14,1.43
Pahang,2019,9,15,4.89
Pahang,2019,9,16,18.87
Pahang,2019,9,17,5.66
Pahang,2019,9,18,0.64
Pahang,2019,9,19,2.90
Pahang,2019,9,20,9.66
Pahang,2019,9,21,13.33
Pahang,2019,9,22,9.87
Pahang,2019,9,23,19.33
Pahang,2019,9,24,14.71
Pahang,2019,9,25,1.52
Pahang,2019,9,26,2.61
Pahang,2019,9,27,17.19
Pahang,2019,9,28,8.98
Pahang,2019,9,29,7.83
Pahang,2019,9,30,7.60
Pahang,2019,10,1,0.88
Pahang,2019,10,2,0.04
Pahang,2019,10,3,1.76
Pahang,2019,10,4,2.37
Pahang,2019,10,5,3.93
Pahang,2019,10,6,5.25
Pahang,2019,10,7,9.36
Pahang,2019,10,8,35.78
Pahang,2019,10,9,11.17
Pahang,2019,10,10,5.43
Pahang,2019,10,11,10.75
Pahang,2019,10,12,5.62
Pahang,2019,10,13,3.29
Pahang,2019,10,14,12.73
Pahang,2019,10,15,9.83
Pahang,2019,10,16,2.74
Pahang,2019,10,17,2.51
Pahang,2019,10,18,4.53
Pahang,2019,10,19,5.25
Pahang,2019,10,20,8.27
Pahang,2019,10,21,10.64
Pahang,2019,10,22,7.70
Pahang,2019,10,23,6.32
Pahang,2019,10,24,10.90
Pahang,2019,10,25,14.73
Pahang,2019,10,26,3.26
Pahang,2019,10,27,6.60
Pahang,2019,10,28,12.73
Pahang,2019,10,29,4.82
Pahang,2019,10,30,7.78
Pahang,2019,10,31,6.23
Pahang,2019,11,1,3.35
Pahang,2019,11,2,2.88
Pahang,2019,11,3,3.71
Pahang,2019,11,4,14.17
Pahang,2019,11,5,5.46
Pahang,2019,11,6,1.22
Pahang,2019,11,7,0.25
Pahang,2019,11,8,2.43
Pahang,2019,11,9,4.58
Pahang,2019,11,10,15.40
Pahang,2019,11,11,28.11
Pahang,2019,11,12,28.26
Pahang,2019,11,13,15.62
Pahang,2019,11,14,11.01
Pahang,2019,11,15,15.22
Pahang,2019,11,16,19.05
Pahang,2019,11,17,28.33
Pahang,2019,11,18,26.28
Pahang,2019,11,19,32.88
Pahang,2019,11,20,12.12
Pahang,2019,11,21,13.51
Pahang,2019,11,22,15.54
Pahang,2019,11,23,17.57
Pahang,2019,11,24,19.05
Pahang,2019,11,25,11.11
Pahang,2019,11,26,14.38
Pahang,2019,11,27,17.48
Pahang,2019,11,28,14.88
Pahang,2019,11,29,4.90
Pahang,2019,11,30,5.75
Pahang,2019,12,1,24.03
Pahang,2019,12,2,21.18
Pahang,2019,12,3,21.82
Pahang,2019,12,4,25.57
Pahang,2019,12,5,4.10
Pahang,2019,12,6,1.84
Pahang,2019,12,7,1.17
Pahang,2019,12,8,2.14
Pahang,2019,12,9,7.97
Pahang,2019,12,10,5.66
Pahang,2019,12,11,7.83
Pahang,2019,12,12,14.74
Pahang,2019,12,13,12.23
Pahang,2019,12,14,46.81
Pahang,2019,12,15,32.89
Pahang,2019,12,16,11.48
Pahang,2019,12,17,5.83
Pahang,2019,12,18,7.11
Pahang,2019,12,19,4.58
Pahang,2019,12,20,5.47
Pahang,2019,12,21,9.77
Pahang,2019,12,22,9.71
Pahang,2019,12,23,3.83
Pahang,2019,12,24,11.56
Pahang,2019,12,25,6.09
Pahang,2019,12,26,7.18
Pahang,2019,12,27,4.52
Pahang,2019,12,28,3.25
Pahang,2019,12,29,9.79
Pahang,2019,12,30,6.17
Pahang,2019,12,31,0.81
Pahang,2020,1,1,0.57
Pahang,2020,1,2,1.96
Pahang,2020,1,3,1.56
Pahang,2020,1,4,0.69
Pahang,2020,1,5,0.17
Pahang,2020,1,6,2.04
Pahang,2020,1,7,1.03
Pahang,2020,1,8,1.26
Pahang,2020,1,9,2.43
Pahang,2020,1,10,2.52
Pahang,2020,1,11,0.17
Pahang,2020,1,12,1.11
Pahang,2020,1,13,0.07
Pahang,2020,1,14,0.03
Pahang,2020,1,15,1.72
Pahang,2020,1,16,2.51
Pahang,2020,1,17,3.44
Pahang,2020,1,18,7.15
Pahang,2020,1,19,6.72
Pahang,2020,1,20,3.78
Pahang,2020,1,21,2.21
Pahang,2020,1,22,4.92
Pahang,2020,1,23,4.11
Pahang,2020,1,24,4.25
Pahang,2020,1,25,7.52
Pahang,2020,1,26,5.44
Pahang,2020,1,27,0.20
Pahang,2020,1,28,0.18
Pahang,2020,1,29,0.36
Pahang,2020,1,30,0.16
Pahang,2020,1,31,0.14
Pahang,2020,2,1,1.25
Pahang,2020,2,2,0.57
Pahang,2020,2,3,0.65
Pahang,2020,2,4,0.74
Pahang,2020,2,5,0.35
Pahang,2020,2,6,0.10
Pahang,2020,2,7,0.36
Pahang,2020,2,8,0.35
Pahang,2020,2,9,0.06
Pahang,2020,2,10,0.04
Pahang,2020,2,11,0.11
Pahang,2020,2,12,0.06
Pahang,2020,2,13,0.18
Pahang,2020,2,14,0.28
Pahang,2020,2,15,0.04
Pahang,2020,2,16,0.02
Pahang,2020,2,17,0.09
Pahang,2020,2,18,0.14
Pahang,2020,2,19,0.14
Pahang,2020,2,20,1.14
Pahang,2020,2,21,5.38
Pahang,2020,2,22,2.79
Pahang,2020,2,23,0.61
Pahang,2020,2,24,2.53
Pahang,2020,2,25,8.25
Pahang,2020,2,26,2.59
Pahang,2020,2,27,1.33
Pahang,2020,2,28,6.57
Pahang,2020,2,29,19.57
Pahang,2020,3,1,8.99
Pahang,2020,3,2,4.53
Pahang,2020,3,3,2.79
Pahang,2020,3,4,4.80
Pahang,2020,3,5,9.72
Pahang,2020,3,6,4.59
Pahang,2020,3,7,6.79
Pahang,2020,3,8,9.48
Pahang,2020,3,9,4.72
Pahang,2020,3,10,9.43
Pahang,2020,3,11,8.32
Pahang,2020,3,12,1.16
Pahang,2020,3,13,0.11
Pahang,2020,3,14,0.07
Pahang,2020,3,15,0.13
Pahang,2020,3,16,8.78
Pahang,2020,3,17,9.24
Pahang,2020,3,18,7.58
Pahang,2020,3,19,7.32
Pahang,2020,3,20,6.85
Pahang,2020,3,21,6.78
Pahang,2020,3,22,10.36
Pahang,2020,3,23,0.26
Pahang,2020,3,24,0.18
Pahang,2020,3,25,0.22
Pahang,2020,3,26,0.53
Pahang,2020,3,27,0.10
Pahang,2020,3,28,0.38
Pahang,2020,3,29,0.46
Pahang,2020,3,30,0.40
Pahang,2020,3,31,0.59
Pahang,2020,4,1,2.88
Pahang,2020,4,2,0.59
Pahang,2020,4,3,0.97
Pahang,2020,4,4,4.14
Pahang,2020,4,5,1.63
Pahang,2020,4,6,0.04
Pahang,2020,4,7,0.04
Pahang,2020,4,8,0.01
Pahang,2020,4,9,0.01
Pahang,2020,4,10,0.02
Pahang,2020,4,11,0.01
Pahang,2020,4,12,0.41
Pahang,2020,4,13,0.94
Pahang,2020,4,14,0.27
Pahang,2020,4,15,0.35
Pahang,2020,4,16,0.40
Pahang,2020,4,17,0.30
Pahang,2020,4,18,0.56
Pahang,2020,4,19,4.16
Pahang,2020,4,20,14.50
Pahang,2020,4,21,20.70
Pahang,2020,4,22,9.97
Pahang,2020,4,23,16.49
Pahang,2020,4,24,7.19
Pahang,2020,4,25,3.81
Pahang,2020,4,26,4.24
Pahang,2020,4,27,2.88
Pahang,2020,4,28,5.62
Pahang,2020,4,29,4.05
Pahang,2020,4,30,3.95
Pahang,2020,5,1,0.38
Pahang,2020,5,2,0.44
Pahang,2020,5,3,0.07
Pahang,2020,5,4,2.34
Pahang,2020,5,5,0.88
Pahang,2020,5,6,8.00
Pahang,2020,5,7,21.90
Pahang,2020,5,8,4.88
Pahang,2020,5,9,2.72
Pahang,2020,5,10,0.79
Pahang,2020,5,11,12.03
Pahang,2020,5,12,10.87
Pahang,2020,5,13,29.98
Pahang,2020,5,14,7.74
Pahang,2020,5,15,4.78
Pahang,2020,5,16,8.35
Pahang,2020,5,17,5.29
Pahang,2020,5,18,4.97
Pahang,2020,5,19,5.51
Pahang,2020,5,20,3.06
Pahang,2020,5,21,0.98
Pahang,2020,5,22,6.81
Pahang,2020,5,23,7.25
Pahang,2020,5,24,8.46
Pahang,2020,5,25,5.92
Pahang,2020,5,26,1.96
Pahang,2020,5,27,3.39
Pahang,2020,5,28,11.13
Pahang,2020,5,29,4.48
Pahang,2020,5,30,5.93
Pahang,2020,5,31,5.73
Pahang,2020,6,1,6.66
Pahang,2020,6,2,11.52
Pahang,2020,6,3,31.15
Pahang,2020,6,4,7.82
Pahang,2020,6,5,3.53
Pahang,2020,6,6,8.67
Pahang,2020,6,7,8.62
Pahang,2020,6,8,11.23
Pahang,2020,6,9,12.91
Pahang,2020,6,10,7.96
Pahang,2020,6,11,3.99
Pahang,2020,6,12,1.29
Pahang,2020,6,13,2.50
Pahang,2020,6,14,4.29
Pahang,2020,6,15,3.29
Pahang,2020,6,16,9.92
Pahang,2020,6,17,9.00
Pahang,2020,6,18,8.73
Pahang,2020,6,19,8.37
Pahang,2020,6,20,5.33
Pahang,2020,6,21,7.08
Pahang,2020,6,22,6.60
Pahang,2020,6,23,1.88
Pahang,2020,6,24,1.94
Pahang,2020,6,25,0.92
Pahang,2020,6,26,3.09
Pahang,2020,6,27,0.40
Pahang,2020,6,28,0.43
Pahang,2020,6,29,0.33
Pahang,2020,6,30,3.32
Pahang,2020,7,1,5.02
Pahang,2020,7,2,6.21
Pahang,2020,7,3,1.18
Pahang,2020,7,4,0.87
Pahang,2020,7,5,1.80
Pahang,2020,7,6,0.82
Pahang,2020,7,7,4.98
