State,Year,Month,Day,Rainfall (mm)
Johor,2016,7,13,35.67
Johor,2016,7,14,5.11
Johor,2016,7,15,0.98
Johor,2016,7,16,1.39
Johor,2016,7,17,1.97
Johor,2016,7,18,0.75
Johor,2016,7,19,2.63
Johor,2016,7,20,0.10
Johor,2016,7,21,0.03
Johor,2016,7,22,0.02
Johor,2016,7,23,0.11
Johor,2016,7,24,0.81
Johor,2016,7,25,1.74
Johor,2016,7,26,3.05
Johor,2016,7,27,7.72
Johor,2016,7,28,8.50
Johor,2016,7,29,7.04
Johor,2016,7,30,2.87
Johor,2016,7,31,6.01
Johor,2016,8,1,2.95
Johor,2016,8,2,2.35
Johor,2016,8,3,9.92
Johor,2016,8,4,2.68
Johor,2016,8,5,1.67
Johor,2016,8,6,1.27
Johor,2016,8,7,10.71
Johor,2016,8,8,0.62
Johor,2016,8,9,1.11
Johor,2016,8,10,2.53
Johor,2016,8,11,1.93
Johor,2016,8,12,0.91
Johor,2016,8,13,1.95
Johor,2016,8,14,1.91
Johor,2016,8,15,1.25
Johor,2016,8,16,5.05
Johor,2016,8,17,3.54
Johor,2016,8,18,3.61
Johor,2016,8,19,3.83
Johor,2016,8,20,7.84
Johor,2016,8,21,10.43
Johor,2016,8,22,11.51
Johor,2016,8,23,23.84
Johor,2016,8,24,9.29
Johor,2016,8,25,20.59
Johor,2016,8,26,12.18
Johor,2016,8,27,6.49
Johor,2016,8,28,6.80
Johor,2016,8,29,9.21
Johor,2016,8,30,14.75
Johor,2016,8,31,24.19
Johor,2016,9,1,21.34
Johor,2016,9,2,18.23
Johor,2016,9,3,7.10
Johor,2016,9,4,6.40
Johor,2016,9,5,7.27
Johor,2016,9,6,6.04
Johor,2016,9,7,1.59
Johor,2016,9,8,2.45
Johor,2016,9,9,0.07
Johor,2016,9,10,0.71
Johor,2016,9,11,1.17
Johor,2016,9,12,0.52
Johor,2016,9,13,1.11
Johor,2016,9,14,3.96
Johor,2016,9,15,4.73
Johor,2016,9,16,4.51
Johor,2016,9,17,4.61
Johor,2016,9,18,1.40
Johor,2016,9,19,1.69
Johor,2016,9,20,3.12
Johor,2016,9,21,3.29
Johor,2016,9,22,3.21
Johor,2016,9,23,0.71
Johor,2016,9,24,7.66
Johor,2016,9,25,5.86
Johor,2016,9,26,5.59
Johor,2016,9,27,8.53
Johor,2016,9,28,9.43
Johor,2016,9,29,10.66
Johor,2016,9,30,2.17
Johor,2016,10,1,1.46
Johor,2016,10,2,0.71
Johor,2016,10,3,2.89
Johor,2016,10,4,0.33
Johor,2016,10,5,0.97
Johor,2016,10,6,8.94
Johor,2016,10,7,13.24
Johor,2016,10,8,3.02
Johor,2016,10,9,2.80
Johor,2016,10,10,3.50
Johor,2016,10,11,1.63
Johor,2016,10,12,7.79
Johor,2016,10,13,5.32
Johor,2016,10,14,2.28
Johor,2016,10,15,4.72
Johor,2016,10,16,15.69
Johor,2016,10,17,14.60
Johor,2016,10,18,4.01
Johor,2016,10,19,1.02
Johor,2016,10,20,0.83
Johor,2016,10,21,1.31
Johor,2016,10,22,0.95
Johor,2016,10,23,1.99
Johor,2016,10,24,8.27
Johor,2016,10,25,11.41
Johor,2016,10,26,5.00
Johor,2016,10,27,17.27
Johor,2016,10,28,22.86
Johor,2016,10,29,5.47
Johor,2016,10,30,8.95
Johor,2016,10,31,2.11
Johor,2016,11,1,5.68
Johor,2016,11,2,11.62
Johor,2016,11,3,21.58
Johor,2016,11,4,12.60
Johor,2016,11,5,7.12
Johor,2016,11,6,2.89
Johor,2016,11,7,14.39
Johor,2016,11,8,23.35
Johor,2016,11,9,11.45
Johor,2016,11,10,8.63
Johor,2016,11,11,9.00
Johor,2016,11,12,7.39
Johor,2016,11,13,11.89
Johor,2016,11,14,8.89
Johor,2016,11,15,5.63
Johor,2016,11,16,4.88
Johor,2016,11,17,7.05
Johor,2016,11,18,4.45
Johor,2016,11,19,2.09
Johor,2016,11,20,0.45
Johor,2016,11,21,1.38
Johor,2016,11,22,0.77
Johor,2016,11,23,1.11
Johor,2016,11,24,3.74
Johor,2016,11,25,9.24
Johor,2016,11,26,31.00
Johor,2016,11,27,18.54
Johor,2016,11,28,7.58
Johor,2016,11,29,1.36
Johor,2016,11,30,14.12
Johor,2016,12,1,10.88
Johor,2016,12,2,6.13
Johor,2016,12,3,8.77
Johor,2016,12,4,4.67
Johor,2016,12,5,14.09
Johor,2016,12,6,8.46
Johor,2016,12,7,11.16
Johor,2016,12,8,50.05
Johor,2016,12,9,4.78
Johor,2016,12,10,3.48
Johor,2016,12,11,20.55
Johor,2016,12,12,10.06
Johor,2016,12,13,1.01
Johor,2016,12,14,11.54
Johor,2016,12,15,4.82
Johor,2016,12,16,1.19
Johor,2016,12,17,25.36
Johor,2016,12,18,26.82
Johor,2016,12,19,15.27
Johor,2016,12,20,10.98
Johor,2016,12,21,4.33
Johor,2016,12,22,1.66
Johor,2016,12,23,2.38
Johor,2016,12,24,6.07
Johor,2016,12,25,0.38
Johor,2016,12,26,3.47
Johor,2016,12,27,16.27
Johor,2016,12,28,107.87
Johor,2016,12,29,40.98
Johor,2016,12,30,39.93
Johor,2016,12,31,73.47
Johor,2017,1,1,37.20
Johor,2017,1,2,3.16
Johor,2017,1,3,4.16
Johor,2017,1,4,2.31
Johor,2017,1,5,14.86
Johor,2017,1,6,21.68
Johor,2017,1,7,15.19
Johor,2017,1,8,7.94
Johor,2017,1,9,8.94
Johor,2017,1,10,3.80
Johor,2017,1,11,5.77
Johor,2017,1,12,3.81
Johor,2017,1,13,2.04
Johor,2017,1,14,0.93
Johor,2017,1,15,0.26
Johor,2017,1,16,1.99
Johor,2017,1,17,7.32
Johor,2017,1,18,50.37
Johor,2017,1,19,20.18
Johor,2017,1,20,22.79
Johor,2017,1,21,57.98
Johor,2017,1,22,31.94
Johor,2017,1,23,9.19
Johor,2017,1,24,12.80
Johor,2017,1,25,39.94
Johor,2017,1,26,6.99
Johor,2017,1,27,2.39
Johor,2017,1,28,0.44
Johor,2017,1,29,1.47
Johor,2017,1,30,6.95
Johor,2017,1,31,9.18
Johor,2017,2,1,16.59
Johor,2017,2,2,20.67
Johor,2017,2,3,6.95
Johor,2017,2,4,4.58
Johor,2017,2,5,1.04
Johor,2017,2,6,5.02
Johor,2017,2,7,1.46
Johor,2017,2,8,4.16
Johor,2017,2,9,2.78
Johor,2017,2,10,8.68
Johor,2017,2,11,3.15
Johor,2017,2,12,5.33
Johor,2017,2,13,11.40
Johor,2017,2,14,11.73
Johor,2017,2,15,18.98
Johor,2017,2,16,17.85
Johor,2017,2,17,10.98
Johor,2017,2,18,4.94
Johor,2017,2,19,1.18
Johor,2017,2,20,0.71
Johor,2017,2,21,2.45
Johor,2017,2,22,2.28
Johor,2017,2,23,0.03
Johor,2017,2,24,0.03
Johor,2017,2,25,0.08
Johor,2017,2,26,0.08
Johor,2017,2,27,0.07
Johor,2017,2,28,0.34
Johor,2017,3,1,0.79
Johor,2017,3,2,5.16
Johor,2017,3,3,8.80
Johor,2017,3,4,13.43
Johor,2017,3,5,2.20
Johor,2017,3,6,0.56
Johor,2017,3,7,0.85
Johor,2017,3,8,1.27
Johor,2017,3,9,1.90
Johor,2017,3,10,0.29
Johor,2017,3,11,1.47
Johor,2017,3,12,1.42
Johor,2017,3,13,3.23
Johor,2017,3,14,3.45
Johor,2017,3,15,6.38
Johor,2017,3,16,10.38
Johor,2017,3,17,12.13
Johor,2017,3,18,21.88
Johor,2017,3,19,16.17
Johor,2017,3,20,9.01
Johor,2017,3,21,21.96
Johor,2017,3,22,16.59
Johor,2017,3,23,4.35
Johor,2017,3,24,8.24
Johor,2017,3,25,0.97
Johor,2017,3,26,0.72
Johor,2017,3,27,0.60
Johor,2017,3,28,0.61
Johor,2017,3,29,5.11
Johor,2017,3,30,7.58
Johor,2017,3,31,12.85
Johor,2017,4,1,28.74
Johor,2017,4,2,19.97
Johor,2017,4,3,13.38
Johor,2017,4,4,8.29
Johor,2017,4,5,3.14
Johor,2017,4,6,5.67
Johor,2017,4,7,14.67
Johor,2017,4,8,20.17
Johor,2017,4,9,11.53
Johor,2017,4,10,13.96
Johor,2017,4,11,14.59
Johor,2017,4,12,18.05
Johor,2017,4,13,0.81
Johor,2017,4,14,0.41
Johor,2017,4,15,4.60
Johor,2017,4,16,12.32
Johor,2017,4,17,9.47
Johor,2017,4,18,2.24
Johor,2017,4,19,1.11
Johor,2017,4,20,0.01
Johor,2017,4,21,0.00
Johor,2017,4,22,0.26
Johor,2017,4,23,0.20
Johor,2017,4,24,0.00
Johor,2017,4,25,0.20
Johor,2017,4,26,2.22
Johor,2017,4,27,0.15
Johor,2017,4,28,0.02
Johor,2017,4,29,0.00
Johor,2017,4,30,5.06
Johor,2017,5,1,17.11
Johor,2017,5,2,11.49
Johor,2017,5,3,18.26
Johor,2017,5,4,28.45
Johor,2017,5,5,12.85
Johor,2017,5,6,0.30
Johor,2017,5,7,1.32
Johor,2017,5,8,0.81
Johor,2017,5,9,0.05
Johor,2017,5,10,1.22
Johor,2017,5,11,10.63
Johor,2017,5,12,4.97
Johor,2017,5,13,11.88
Johor,2017,5,14,15.98
Johor,2017,5,15,21.56
Johor,2017,5,16,9.38
Johor,2017,5,17,0.14
Johor,2017,5,18,8.09
Johor,2017,5,19,13.10
Johor,2017,5,20,12.82
Johor,2017,5,21,4.40
Johor,2017,5,22,4.89
Johor,2017,5,23,15.04
Johor,2017,5,24,6.53
Johor,2017,5,25,8.10
Johor,2017,5,26,8.94
Johor,2017,5,27,11.92
Johor,2017,5,28,18.27
Johor,2017,5,29,19.30
Johor,2017,5,30,12.99
Johor,2017,5,31,28.74
Johor,2017,6,1,20.62
Johor,2017,6,2,14.24
Johor,2017,6,3,21.34
Johor,2017,6,4,16.98
Johor,2017,6,5,25.68
Johor,2017,6,6,1.89
Johor,2017,6,7,5.83
Johor,2017,6,8,0.38
Johor,2017,6,9,0.11
Johor,2017,6,10,0.01
Johor,2017,6,11,4.14
Johor,2017,6,12,1.12
Johor,2017,6,13,3.59
Johor,2017,6,14,3.57
Johor,2017,6,15,8.61
Johor,2017,6,16,4.21
Johor,2017,6,17,2.79
Johor,2017,6,18,12.58
Johor,2017,6,19,10.03
Johor,2017,6,20,10.63
Johor,2017,6,21,6.84
Johor,2017,6,22,21.35
Johor,2017,6,23,1.72
Johor,2017,6,24,2.16
Johor,2017,6,25,1.28
Johor,2017,6,26,7.83
Johor,2017,6,27,1.60
Johor,2017,6,28,8.83
Johor,2017,6,29,3.43
Johor,2017,6,30,5.51
Johor,2017,7,1,0.35
Johor,2017,7,2,4.66
Johor,2017,7,3,2.33
Johor,2017,7,4,17.32
Johor,2017,7,5,10.35
Johor,2017,7,6,7.14
Johor,2017,7,7,4.78
Johor,2017,7,8,14.90
Johor,2017,7,9,4.74
Johor,2017,7,10,2.47
Johor,2017,7,11,7.78
Johor,2017,7,12,0.56
Johor,2017,7,13,0.08
Johor,2017,7,14,0.00
Johor,2017,7,15,0.00
Johor,2017,7,16,0.02
Johor,2017,7,17,0.01
Johor,2017,7,18,0.03
Johor,2017,7,19,0.10
Johor,2017,7,20,2.62
Johor,2017,7,21,1.55
Johor,2017,7,22,0.01
Johor,2017,7,23,0.26
Johor,2017,7,24,0.64
Johor,2017,7,25,5.53
Johor,2017,7,26,12.54
Johor,2017,7,27,19.90
Johor,2017,7,28,41.86
Johor,2017,7,29,32.27
Johor,2017,7,30,31.30
Johor,2017,7,31,27.87
Johor,2017,8,1,19.16
Johor,2017,8,2,48.67
Johor,2017,8,3,29.73
Johor,2017,8,4,1.31
Johor,2017,8,5,4.62
Johor,2017,8,6,30.95
Johor,2017,8,7,36.12
Johor,2017,8,8,36.12
Johor,2017,8,9,77.86
Johor,2017,8,10,88.86
Johor,2017,8,11,16.42
Johor,2017,8,12,16.43
Johor,2017,8,13,8.89
Johor,2017,8,14,18.96
Johor,2017,8,15,10.83
Johor,2017,8,16,9.50
Johor,2017,8,17,7.65
Johor,2017,8,18,6.96
Johor,2017,8,19,0.44
Johor,2017,8,20,0.19
Johor,2017,8,21,4.94
Johor,2017,8,22,2.76
Johor,2017,8,23,1.98
Johor,2017,8,24,9.70
Johor,2017,8,25,10.98
Johor,2017,8,26,4.51
Johor,2017,8,27,3.58
Johor,2017,8,28,0.85
Johor,2017,8,29,0.21
Johor,2017,8,30,3.71
Johor,2017,8,31,9.86
Johor,2017,9,1,2.87
Johor,2017,9,2,0.22
Johor,2017,9,3,3.13
Johor,2017,9,4,0.10
Johor,2017,9,5,2.47
Johor,2017,9,6,1.79
Johor,2017,9,7,0.01
Johor,2017,9,8,0.00
Johor,2017,9,9,0.43
Johor,2017,9,10,0.01
Johor,2017,9,11,0.88
Johor,2017,9,12,8.07
Johor,2017,9,13,21.88
Johor,2017,9,14,3.82
Johor,2017,9,15,1.72
Johor,2017,9,16,10.25
Johor,2017,9,17,16.13
Johor,2017,9,18,20.46
Johor,2017,9,19,11.02
Johor,2017,9,20,5.04
Johor,2017,9,21,5.13
Johor,2017,9,22,4.37
Johor,2017,9,23,4.25
Johor,2017,9,24,4.42
Johor,2017,9,25,2.83
Johor,2017,9,26,3.30
Johor,2017,9,27,0.32
Johor,2017,9,28,6.11
Johor,2017,9,29,2.94
Johor,2017,9,30,9.62
Johor,2017,10,1,5.95
Johor,2017,10,2,6.20
Johor,2017,10,3,8.43
Johor,2017,10,4,5.34
Johor,2017,10,5,13.00
Johor,2017,10,6,11.30
Johor,2017,10,7,8.31
Johor,2017,10,8,4.76
Johor,2017,10,9,6.80
Johor,2017,10,10,1.14
Johor,2017,10,11,12.76
Johor,2017,10,12,10.78
Johor,2017,10,13,6.21
Johor,2017,10,14,12.46
Johor,2017,10,15,19.15
Johor,2017,10,16,4.06
Johor,2017,10,17,12.34
Johor,2017,10,18,6.43
Johor,2017,10,19,3.31
Johor,2017,10,20,3.42
Johor,2017,10,21,8.66
Johor,2017,10,22,10.87
Johor,2017,10,23,6.83
Johor,2017,10,24,0.43
Johor,2017,10,25,0.03
Johor,2017,10,26,0.06
Johor,2017,10,27,0.11
Johor,2017,10,28,0.50
Johor,2017,10,29,1.28
Johor,2017,10,30,0.84
Johor,2017,10,31,0.15
Johor,2017,11,1,0.25
Johor,2017,11,2,0.24
Johor,2017,11,3,1.06
Johor,2017,11,4,1.92
Johor,2017,11,5,1.20
Johor,2017,11,6,16.19
Johor,2017,11,7,34.27
Johor,2017,11,8,9.90
Johor,2017,11,9,0.83
Johor,2017,11,10,0.03
Johor,2017,11,11,1.77
Johor,2017,11,12,10.70
Johor,2017,11,13,8.43
Johor,2017,11,14,3.86
Johor,2017,11,15,6.23
Johor,2017,11,16,10.86
Johor,2017,11,17,7.23
Johor,2017,11,18,11.83
Johor,2017,11,19,10.55
Johor,2017,11,20,4.92
Johor,2017,11,21,19.64
Johor,2017,11,22,14.41
Johor,2017,11,23,11.72
Johor,2017,11,24,3.73
Johor,2017,11,25,6.36
Johor,2017,11,26,1.54
Johor,2017,11,27,0.30
Johor,2017,11,28,1.46
Johor,2017,11,29,9.91
Johor,2017,11,30,0.35
Johor,2017,12,1,1.19
Johor,2017,12,2,1.23
Johor,2017,12,3,1.20
Johor,2017,12,4,0.34
Johor,2017,12,5,1.71
Johor,2017,12,6,0.02
Johor,2017,12,7,0.00
Johor,2017,12,8,0.62
Johor,2017,12,9,0.85
Johor,2017,12,10,1.63
Johor,2017,12,11,0.61
Johor,2017,12,12,22.75
Johor,2017,12,13,13.69
Johor,2017,12,14,9.64
Johor,2017,12,15,5.12
Johor,2017,12,16,0.13
Johor,2017,12,17,12.53
Johor,2017,12,18,34.64
Johor,2017,12,19,9.56
Johor,2017,12,20,0.34
Johor,2017,12,21,21.37
Johor,2017,12,22,7.74
Johor,2017,12,23,3.92
Johor,2017,12,24,3.02
Johor,2017,12,25,1.12
Johor,2017,12,26,20.64
Johor,2017,12,27,21.72
Johor,2017,12,28,16.47
Johor,2017,12,29,13.14
Johor,2017,12,30,14.94
Johor,2017,12,31,6.87
Johor,2018,1,1,0.57
Johor,2018,1,2,0.18
Johor,2018,1,3,0.24
Johor,2018,1,4,0.41
Johor,2018,1,5,0.09
Johor,2018,1,6,0.08
Johor,2018,1,7,0.28
Johor,2018,1,8,1.12
Johor,2018,1,9,13.16
Johor,2018,1,10,11.95
Johor,2018,1,11,36.83
Johor,2018,1,12,34.31
Johor,2018,1,13,17.03
Johor,2018,1,14,6.41
Johor,2018,1,15,4.56
Johor,2018,1,16,0.12
Johor,2018,1,17,0.35
Johor,2018,1,18,1.26
Johor,2018,1,19,0.36
Johor,2018,1,20,0.50
Johor,2018,1,21,0.75
Johor,2018,1,22,0.58
Johor,2018,1,23,0.20
Johor,2018,1,24,0.04
Johor,2018,1,25,4.26
Johor,2018,1,26,5.93
Johor,2018,1,27,8.61
Johor,2018,1,28,0.10
Johor,2018,1,29,3.57
Johor,2018,1,30,5.29
Johor,2018,1,31,14.73
Johor,2018,2,1,10.90
Johor,2018,2,2,0.48
Johor,2018,2,3,0.63
Johor,2018,2,4,0.50
Johor,2018,2,5,0.50
Johor,2018,2,6,0.26
Johor,2018,2,7,1.39
Johor,2018,2,8,7.59
Johor,2018,2,9,6.80
Johor,2018,2,10,5.26
Johor,2018,2,11,3.24
Johor,2018,2,12,0.81
Johor,2018,2,13,0.95
Johor,2018,2,14,1.34
Johor,2018,2,15,0.96
Johor,2018,2,16,1.73
Johor,2018,2,17,2.99
Johor,2018,2,18,0.10
Johor,2018,2,19,1.61
Johor,2018,2,20,1.25
Johor,2018,2,21,4.80
Johor,2018,2,22,6.91
Johor,2018,2,23,9.82
Johor,2018,2,24,2.13
Johor,2018,2,25,3.60
Johor,2018,2,26,7.87
Johor,2018,2,27,4.65
Johor,2018,2,28,11.51
Johor,2018,3,1,14.17
Johor,2018,3,2,4.41
Johor,2018,3,3,9.71
Johor,2018,3,4,7.12
Johor,2018,3,5,4.74
Johor,2018,3,6,0.19
Johor,2018,3,7,1.83
Johor,2018,3,8,4.62
Johor,2018,3,9,4.05
Johor,2018,3,10,3.96
Johor,2018,3,11,2.68
Johor,2018,3,12,2.63
Johor,2018,3,13,1.58
Johor,2018,3,14,2.12
Johor,2018,3,15,5.57
Johor,2018,3,16,5.99
Johor,2018,3,17,4.52
Johor,2018,3,18,8.69
Johor,2018,3,19,3.01
Johor,2018,3,20,6.24
Johor,2018,3,21,13.14
Johor,2018,3,22,1.95
Johor,2018,3,23,1.24
Johor,2018,3,24,2.01
Johor,2018,3,25,1.49
Johor,2018,3,26,3.97
Johor,2018,3,27,4.70
Johor,2018,3,28,27.06
Johor,2018,3,29,9.01
Johor,2018,3,30,15.51
Johor,2018,3,31,4.54
Johor,2018,4,1,8.20
Johor,2018,4,2,10.76
Johor,2018,4,3,7.50
Johor,2018,4,4,9.98
Johor,2018,4,5,8.88
Johor,2018,4,6,3.43
Johor,2018,4,7,2.40
Johor,2018,4,8,0.78
Johor,2018,4,9,0.37
Johor,2018,4,10,4.47
Johor,2018,4,11,12.24
Johor,2018,4,12,15.64
Johor,2018,4,13,37.64
Johor,2018,4,14,17.80
Johor,2018,4,15,15.08
Johor,2018,4,16,11.91
Johor,2018,4,17,6.57
Johor,2018,4,18,4.03
Johor,2018,4,19,12.16
Johor,2018,4,20,10.96
Johor,2018,4,21,11.39
Johor,2018,4,22,11.58
Johor,2018,4,23,6.03
Johor,2018,4,24,6.18
Johor,2018,4,25,8.09
Johor,2018,4,26,12.78
Johor,2018,4,27,1.63
Johor,2018,4,28,0.42
Johor,2018,4,29,5.43
Johor,2018,4,30,10.15
Johor,2018,5,1,9.52
Johor,2018,5,2,35.29
Johor,2018,5,3,4.38
Johor,2018,5,4,1.36
Johor,2018,5,5,3.09
Johor,2018,5,6,2.56
Johor,2018,5,7,11.79
Johor,2018,5,8,10.45
Johor,2018,5,9,2.12
Johor,2018,5,10,14.06
Johor,2018,5,11,5.25
Johor,2018,5,12,6.67
Johor,2018,5,13,12.15
Johor,2018,5,14,9.81
Johor,2018,5,15,4.72
Johor,2018,5,16,3.36
Johor,2018,5,17,5.07
Johor,2018,5,18,0.97
Johor,2018,5,19,11.67
Johor,2018,5,20,11.92
Johor,2018,5,21,10.06
Johor,2018,5,22,0.62
Johor,2018,5,23,1.43
Johor,2018,5,24,8.42
Johor,2018,5,25,7.20
Johor,2018,5,26,36.03
Johor,2018,5,27,1.61
Johor,2018,5,28,1.83
Johor,2018,5,29,2.07
Johor,2018,5,30,12.24
Johor,2018,5,31,3.28
Johor,2018,6,1,2.56
Johor,2018,6,2,10.50
Johor,2018,6,3,9.86
Johor,2018,6,4,3.83
Johor,2018,6,5,0.00
Johor,2018,6,6,1.14
Johor,2018,6,7,0.28
Johor,2018,6,8,0.97
Johor,2018,6,9,0.14
Johor,2018,6,10,0.16
Johor,2018,6,11,0.03
Johor,2018,6,12,2.38
Johor,2018,6,13,9.06
Johor,2018,6,14,10.60
Johor,2018,6,15,14.43
Johor,2018,6,16,3.35
Johor,2018,6,17,4.43
Johor,2018,6,18,5.03
Johor,2018,6,19,5.91
Johor,2018,6,20,1.59
Johor,2018,6,21,3.79
Johor,2018,6,22,0.17
Johor,2018,6,23,0.65
Johor,2018,6,24,3.11
Johor,2018,6,25,9.82
Johor,2018,6,26,2.31
Johor,2018,6,27,2.16
Johor,2018,6,28,5.10
Johor,2018,6,29,10.35
Johor,2018,6,30,8.90
Johor,2018,7,1,11.55
Johor,2018,7,2,11.22
Johor,2018,7,3,14.52
Johor,2018,7,4,5.10
Johor,2018,7,5,3.76
Johor,2018,7,6,1.67
Johor,2018,7,7,0.28
Johor,2018,7,8,8.29
Johor,2018,7,9,1.39
Johor,2018,7,10,1.19
Johor,2018,7,11,0.14
Johor,2018,7,12,0.12
Johor,2018,7,13,0.03
Johor,2018,7,14,0.01
Johor,2018,7,15,0.13
Johor,2018,7,16,0.55
Johor,2018,7,17,3.11
Johor,2018,7,18,10.78
Johor,2018,7,19,7.45
Johor,2018,7,20,6.28
Johor,2018,7,21,1.21
Johor,2018,7,22,0.60
Johor,2018,7,23,1.76
Johor,2018,7,24,1.61
Johor,2018,7,25,1.30
Johor,2018,7,26,1.09
Johor,2018,7,27,2.17
Johor,2018,7,28,4.00
Johor,2018,7,29,8.90
Johor,2018,7,30,2.88
Johor,2018,7,31,3.82
Johor,2018,8,1,1.48
Johor,2018,8,2,5.72
Johor,2018,8,3,4.41
Johor,2018,8,4,1.79
Johor,2018,8,5,0.50
Johor,2018,8,6,0.04
Johor,2018,8,7,0.35
Johor,2018,8,8,0.73
Johor,2018,8,9,0.22
Johor,2018,8,10,0.81
Johor,2018,8,11,0.02
Johor,2018,8,12,2.01
Johor,2018,8,13,0.66
Johor,2018,8,14,0.43
Johor,2018,8,15,5.29
Johor,2018,8,16,1.23
Johor,2018,8,17,2.29
Johor,2018,8,18,2.27
Johor,2018,8,19,4.22
Johor,2018,8,20,7.48
Johor,2018,8,21,4.02
Johor,2018,8,22,1.12
Johor,2018,8,23,9.43
Johor,2018,8,24,8.55
Johor,2018,8,25,3.46
Johor,2018,8,26,8.85
Johor,2018,8,27,18.52
Johor,2018,8,28,0.82
Johor,2018,8,29,0.92
Johor,2018,8,30,5.98
Johor,2018,8,31,8.78
Johor,2018,9,1,2.07
Johor,2018,9,2,3.13
Johor,2018,9,3,7.61
Johor,2018,9,4,2.78
Johor,2018,9,5,0.33
Johor,2018,9,6,0.37
Johor,2018,9,7,0.75
Johor,2018,9,8,1.75
Johor,2018,9,9,1.30
Johor,2018,9,10,2.63
Johor,2018,9,11,2.47
Johor,2018,9,12,21.42
Johor,2018,9,13,0.99
Johor,2018,9,14,0.64
Johor,2018,9,15,2.92
Johor,2018,9,16,4.63
Johor,2018,9,17,18.03
Johor,2018,9,18,2.77
Johor,2018,9,19,4.09
Johor,2018,9,20,3.20
Johor,2018,9,21,3.89
Johor,2018,9,22,2.14
Johor,2018,9,23,0.68
Johor,2018,9,24,2.61
Johor,2018,9,25,3.24
Johor,2018,9,26,5.01
Johor,2018,9,27,37.65
Johor,2018,9,28,12.38
Johor,2018,9,29,4.83
Johor,2018,9,30,9.32
Johor,2018,10,1,3.98
Johor,2018,10,2,2.03
Johor,2018,10,3,4.06
Johor,2018,10,4,8.23
Johor,2018,10,5,5.80
Johor,2018,10,6,2.54
Johor,2018,10,7,1.09
Johor,2018,10,8,1.48
Johor,2018,10,9,2.88
Johor,2018,10,10,0.90
Johor,2018,10,11,11.69
Johor,2018,10,12,4.33
Johor,2018,10,13,2.84
Johor,2018,10,14,1.62
Johor,2018,10,15,1.80
Johor,2018,10,16,2.21
Johor,2018,10,17,3.60
Johor,2018,10,18,4.73
Johor,2018,10,19,0.81
Johor,2018,10,20,0.18
Johor,2018,10,21,18.93
Johor,2018,10,22,11.25
Johor,2018,10,23,8.91
Johor,2018,10,24,6.04
Johor,2018,10,25,11.88
Johor,2018,10,26,4.28
Johor,2018,10,27,7.73
Johor,2018,10,28,16.01
Johor,2018,10,29,16.34
Johor,2018,10,30,8.08
Johor,2018,10,31,10.92
Johor,2018,11,1,9.46
Johor,2018,11,2,4.05
Johor,2018,11,3,6.40
Johor,2018,11,4,3.33
Johor,2018,11,5,11.42
Johor,2018,11,6,11.53
Johor,2018,11,7,3.55
Johor,2018,11,8,6.67
Johor,2018,11,9,14.40
Johor,2018,11,10,11.31
Johor,2018,11,11,6.86
Johor,2018,11,12,1.83
Johor,2018,11,13,0.15
Johor,2018,11,14,1.87
Johor,2018,11,15,8.94
Johor,2018,11,16,9.94
Johor,2018,11,17,0.76
Johor,2018,11,18,1.26
Johor,2018,11,19,2.45
Johor,2018,11,20,3.85
Johor,2018,11,21,3.26
Johor,2018,11,22,3.08
Johor,2018,11,23,12.00
Johor,2018,11,24,11.98
Johor,2018,11,25,15.24
Johor,2018,11,26,13.03
Johor,2018,11,27,12.99
Johor,2018,11,28,15.08
Johor,2018,11,29,15.51
Johor,2018,11,30,12.73
Johor,2018,12,1,14.58
Johor,2018,12,2,7.15
Johor,2018,12,3,8.37
Johor,2018,12,4,9.14
Johor,2018,12,5,9.55
Johor,2018,12,6,24.63
Johor,2018,12,7,20.93
Johor,2018,12,8,7.48
Johor,2018,12,9,3.36
Johor,2018,12,10,7.72
Johor,2018,12,11,2.97
Johor,2018,12,12,10.12
Johor,2018,12,13,25.09
Johor,2018,12,14,4.74
Johor,2018,12,15,13.07
Johor,2018,12,16,9.32
Johor,2018,12,17,10.00
Johor,2018,12,18,9.05
Johor,2018,12,19,7.72
Johor,2018,12,20,1.44
Johor,2018,12,21,1.22
Johor,2018,12,22,7.19
Johor,2018,12,23,9.85
Johor,2018,12,24,0.98
Johor,2018,12,25,1.39
Johor,2018,12,26,1.19
Johor,2018,12,27,1.78
Johor,2018,12,28,6.76
Johor,2018,12,29,21.47
Johor,2018,12,30,12.12
Johor,2018,12,31,16.62
Johor,2019,1,1,3.25
Johor,2019,1,2,2.48
Johor,2019,1,3,0.62
Johor,2019,1,4,0.55
Johor,2019,1,5,1.70
Johor,2019,1,6,0.89
Johor,2019,1,7,0.48
Johor,2019,1,8,1.84
Johor,2019,1,9,1.12
Johor,2019,1,10,1.26
Johor,2019,1,11,0.11
Johor,2019,1,12,0.07
Johor,2019,1,13,0.14
Johor,2019,1,14,0.90
Johor,2019,1,15,1.75
Johor,2019,1,16,4.26
Johor,2019,1,17,2.73
Johor,2019,1,18,2.44
Johor,2019,1,19,2.13
Johor,2019,1,20,0.08
Johor,2019,1,21,0.11
Johor,2019,1,22,0.53
Johor,2019,1,23,3.11
Johor,2019,1,24,1.52
Johor,2019,1,25,0.12
Johor,2019,1,26,0.51
Johor,2019,1,27,0.00
Johor,2019,1,28,0.14
Johor,2019,1,29,0.12
